0.660344, 0.760494
0.477221, 0.905206
0.279281, 0.507707
0.551054, 0.397198
0.750914, 0.401190
0.689550, 0.849489
0.577742, 0.898176
0.178715, 0.727584
0.362158, 0.419826
0.770121, 0.904102
0.617444, 0.398513
0.566293, 0.797648
0.833079, 0.523632
0.630253, 0.495531
0.988732, 0.583711
0.323924, 0.363439
0.559897, 0.631412
0.145045, 0.532146
0.146255, 0.651645
0.613935, 0.081561
0.276478, 0.824541
0.337844, 0.914161
0.806043, 0.798966
0.012910, 0.004935
0.185201, 0.018178
0.155521, 0.937198
0.300709, 0.039582
0.417069, 0.660379
0.193904, 0.588181
0.459509, 0.840362
0.321692, 0.118873
0.162722, 0.100251
0.367074, 0.773143
0.067297, 0.737867
0.112332, 0.070102
0.360902, 0.432271
0.987322, 0.854621
0.944366, 0.258609
0.855845, 0.417358
0.860167, 0.783081
0.823344, 0.400492
0.232798, 0.959067
0.735367, 0.999823
0.571867, 0.099970
0.567453, 0.173643
0.972984, 0.712587
0.654192, 0.682033
0.672022, 0.782646
0.022784, 0.897971
0.814908, 0.460865
0.697209, 0.105433
0.554608, 0.666426
0.898072, 0.878969
0.633946, 0.845231
0.760443, 0.777717
0.255085, 0.416480
0.755587, 0.831384
0.368862, 0.186704
0.884593, 0.339603
0.842430, 0.511420
0.306418, 0.504978
0.184754, 0.858491
0.456189, 0.628661
0.590848, 0.670211
0.726674, 0.210601
0.866834, 0.326915
0.782469, 0.123958
0.500977, 0.150038
0.580999, 0.156907
0.202212, 0.369220
0.021714, 0.284249
0.576894, 0.902329
0.107673, 0.643719
0.713349, 0.528955
0.359725, 0.269556
0.238729, 0.180364
0.425545, 0.466130
0.488732, 0.367940
0.723298, 0.881539
0.420815, 0.660783
0.950402, 0.479564
0.116583, 0.242583
0.619369, 0.552866
0.617752, 0.739899
0.847853, 0.013100
0.143026, 0.649417
0.582860, 0.278997
0.000719, 0.388261
0.953064, 0.282904
0.421010, 0.159828
0.671197, 0.130281
0.684575, 0.751460
0.689702, 0.875128
0.831915, 0.222960
0.802333, 0.877701
0.776720, 0.858829
0.117571, 0.676343
0.661813, 0.695300
0.220586, 0.998211
0.511220, 0.264898
0.242677, 0.090504
0.371232, 0.015974
0.720943, 0.479653
0.540618, 0.565675
0.438140, 0.563763
0.224030, 0.732096
0.479333, 0.010808
0.959124, 0.114734
0.690847, 0.418963
0.614698, 0.380300
0.247564, 0.077268
0.246747, 0.039490
0.680608, 0.882766
0.006553, 0.284195
0.715194, 0.581269
0.884889, 0.263255
0.746207, 0.519171
0.067894, 0.246955
0.558895, 0.957856
0.753677, 0.619933
0.118379, 0.355181
0.319755, 0.357282
0.495097, 0.839047
0.259505, 0.149654
0.679201, 0.532718
0.614605, 0.983279
0.590823, 0.407364
0.499138, 0.798662
0.843280, 0.642249
0.515430, 0.354232
0.349101, 0.521640
0.375007, 0.212836
0.047548, 0.415415
0.123150, 0.713655
0.138401, 0.329035
0.413598, 0.729049
0.124776, 0.782672
0.763397, 0.285222
0.312779, 0.090428
0.051567, 0.403508
0.586523, 0.346133
0.362676, 0.551626
0.974277, 0.369887
0.264047, 0.391774
0.904395, 0.247042
0.819317, 0.225888
0.006268, 0.435320
0.112738, 0.404150
0.217116, 0.090681
0.363281, 0.942415
0.205814, 0.061451
0.378240, 0.750073
0.625456, 0.096826
0.155014, 0.519017
0.404054, 0.467040
0.334005, 0.153147
0.435077, 0.539003
0.882767, 0.924875
0.174994, 0.423667
0.186969, 0.464501
0.032558, 0.176913
0.817497, 0.850321
0.037685, 0.983415
0.605831, 0.705572
0.533680, 0.801714
0.556116, 0.088722
0.521323, 0.359120
0.173954, 0.511656
0.382634, 0.567508
0.735813, 0.997234
0.880867, 0.425858
0.582417, 0.395048
0.637890, 0.490948
0.119263, 0.197496
0.331254, 0.704578
0.115985, 0.252885
0.977457, 0.471997
0.556122, 0.908814
0.127209, 0.973443
0.249107, 0.413649
0.823733, 0.275114
0.690783, 0.221902
0.782458, 0.657744
0.344101, 0.027991
0.024962, 0.402609
0.428145, 0.123530
0.827596, 0.726881
0.833514, 0.033840
0.618643, 0.797523
0.744242, 0.620290
0.345720, 0.343438
0.070994, 0.900482
0.103728, 0.281600
0.485881, 0.221841
0.033887, 0.875751
0.083456, 0.042657
0.521763, 0.248552
0.563426, 0.888613
0.412037, 0.331697
0.190798, 0.174397
0.761096, 0.688643
0.023443, 0.778117
0.066320, 0.632374
0.779835, 0.828853
0.469976, 0.352614
0.798105, 0.234966
0.038206, 0.018229
0.375204, 0.818601
0.211681, 0.032487
0.482205, 0.837283
0.712460, 0.144194
0.597794, 0.387295
0.760433, 0.345020
0.425964, 0.827415
0.231856, 0.767762
0.762240, 0.760566
0.170534, 0.954457
0.564022, 0.259828
0.815155, 0.223492
0.402542, 0.844050
0.635406, 0.787643
0.584218, 0.992302
0.421233, 0.546141
0.069640, 0.917527
0.674113, 0.786010
0.405851, 0.017926
0.633907, 0.063258
0.993499, 0.257549
0.324997, 0.099093
0.937691, 0.960127
0.170575, 0.373007
0.497725, 0.276182
0.835934, 0.323730
0.661421, 0.530127
0.634144, 0.189833
0.183567, 0.804929
0.962120, 0.390078
0.702783, 0.972480
0.824230, 0.301290
0.303473, 0.001273
0.226848, 0.806984
0.134596, 0.978095
0.047324, 0.946102
0.349010, 0.996228
0.202828, 0.384450
0.746101, 0.958828
0.327138, 0.866419
0.260070, 0.312976
0.885106, 0.219669
0.303405, 0.483974
0.507698, 0.430134
0.020230, 0.737389
0.055956, 0.669586
0.854240, 0.625536
0.237087, 0.217132
0.607963, 0.550578
0.670569, 0.254504
0.714182, 0.013211
0.340473, 0.975127
0.343023, 0.076566
0.656401, 0.455507
0.656803, 0.773196
0.942784, 0.868086
0.312494, 0.806882
0.320826, 0.684841
0.080312, 0.874241
0.872428, 0.435569
0.305880, 0.089128
0.462149, 0.078015
0.552815, 0.330801
0.976770, 0.557526
0.785772, 0.402168
0.418761, 0.301576
0.721815, 0.746523
0.325363, 0.133045
0.091937, 0.065716
0.329964, 0.085671
0.688572, 0.180219
0.310076, 0.387625
0.609099, 0.156128
0.490081, 0.748569
0.347798, 0.625657
0.308960, 0.117351
0.815932, 0.913228
0.652193, 0.129270
0.645223, 0.177986
0.734613, 0.018497
0.385225, 0.713094
0.618360, 0.265381
0.718890, 0.945765
0.130417, 0.161697
0.074212, 0.002796
0.329155, 0.165171
0.458391, 0.704014
0.358888, 0.764231
0.564998, 0.215888
0.562423, 0.372554
0.979878, 0.873669
0.141607, 0.316788
0.379035, 0.629730
0.067849, 0.265205
0.762772, 0.725790
0.828359, 0.312434
0.137958, 0.881624
0.881968, 0.526029
0.196724, 0.335175
0.335698, 0.075668
0.176170, 0.482584
0.783683, 0.389386
0.200789, 0.459471
0.187937, 0.628750
0.246050, 0.206834
0.862566, 0.962144
0.013420, 0.902661
0.508960, 0.324277
0.816567, 0.654779
0.342661, 0.619370
0.532634, 0.662938
0.541320, 0.955449
0.076183, 0.192232
0.130705, 0.825390
0.739319, 0.527691
0.444766, 0.764699
0.837708, 0.218476
0.933556, 0.562414
0.863439, 0.947202
0.272532, 0.821559
0.095888, 0.145641
0.220374, 0.841298
0.108610, 0.548636
0.770643, 0.516810
0.969112, 0.591937
0.911067, 0.924124
0.250902, 0.374500
0.265016, 0.884470
0.221330, 0.609444
0.285318, 0.636369
0.573792, 0.044857
0.443883, 0.348298
0.001182, 0.774211
0.461914, 0.005185
0.957530, 0.452034
0.468403, 0.109516
0.298627, 0.856606
0.226993, 0.724137
0.056425, 0.020939
0.501821, 0.316105
0.029366, 0.837002
0.505292, 0.984587
0.167612, 0.750494
0.467912, 0.839954
0.433419, 0.094528
0.042957, 0.393815
0.671162, 0.654076
0.353194, 0.372185
0.866211, 0.554587
0.891115, 0.401140
0.419849, 0.067228
0.065208, 0.801152
0.487420, 0.779170
0.787025, 0.244173
0.617048, 0.492003
0.415436, 0.504260
0.880515, 0.752108
0.950595, 0.818301
0.708359, 0.611126
0.191885, 0.701001
0.306388, 0.749833
0.841765, 0.898892
0.785737, 0.732815
0.078827, 0.115256
0.406523, 0.353810
0.447241, 0.381970
0.437169, 0.150444
0.624391, 0.024283
0.880567, 0.008036
0.746160, 0.926568
0.071645, 0.422177
0.958022, 0.948351
0.625232, 0.958193
0.444408, 0.701665
0.095895, 0.120599
0.289154, 0.522831
0.933253, 0.316226
0.718532, 0.969556
0.364390, 0.051058
0.611211, 0.585969
0.536264, 0.496267
0.153686, 0.772949
0.076627, 0.045309
0.761213, 0.944713
0.205083, 0.411897
0.736649, 0.222330
0.514315, 0.661087
0.752770, 0.563271
0.843664, 0.668361
0.783891, 0.193795
0.183482, 0.172503
0.643318, 0.879987
0.697724, 0.727510
0.704366, 0.255586
0.426016, 0.827383
0.785956, 0.856692
0.623234, 0.818728
0.294284, 0.825472
0.503424, 0.950771
0.707216, 0.404595
0.229996, 0.649803
0.046053, 0.581334
0.749715, 0.480577
0.642883, 0.555501
0.427425, 0.830072
0.797889, 0.973621
0.101160, 0.596584
0.879817, 0.860225
0.839164, 0.453435
0.968299, 0.395666
0.833094, 0.339756
0.849981, 0.808540
0.681399, 0.571445
0.013423, 0.328314
0.371516, 0.211694
0.123466, 0.383730
0.876786, 0.742574
0.847485, 0.581592
0.299455, 0.072035
0.409168, 0.618302
0.309175, 0.781303
0.287056, 0.418805
0.054568, 0.691665
0.832101, 0.725958
0.306397, 0.360643
0.205348, 0.605460
0.687845, 0.734636
0.521122, 0.919945
0.982285, 0.028854
0.062424, 0.591579
0.275853, 0.634490
0.233084, 0.417912
0.029574, 0.615505
0.952281, 0.713832
0.996863, 0.823581
0.518879, 0.506539
0.863334, 0.623357
0.309157, 0.115721
0.968971, 0.015976
0.871498, 0.710020
0.558165, 0.965122
0.444919, 0.324684
0.052390, 0.654254
0.985723, 0.051585
0.399179, 0.079342
0.003308, 0.599968
0.459439, 0.710152
0.787308, 0.802125
0.720469, 0.998704
0.972129, 0.873468
0.159150, 0.015648
0.749502, 0.699924
0.112240, 0.448281
0.337154, 0.785418
0.275721, 0.508802
0.028646, 0.920239
0.303489, 0.916703
0.934834, 0.901643
0.697021, 0.365466
0.902477, 0.344067
0.285130, 0.401024
0.333902, 0.649038
0.807279, 0.551385
0.654896, 0.318256
0.348491, 0.107000
0.888570, 0.320744
0.864812, 0.741581
0.699287, 0.830226
0.752248, 0.008497
0.183721, 0.650498
0.418721, 0.588241
0.948638, 0.306144
0.067076, 0.034664
0.196673, 0.546175
0.112543, 0.526496
0.734853, 0.155692
0.283379, 0.993354
0.915850, 0.009972
0.579535, 0.767405
0.515909, 0.644489
0.237250, 0.874183
